   3884.300       0.000000    
   3950.500      4.2656399E-04
   4016.400      0.4053941    
   4082.000      0.4187946    
   4147.200      0.4345508    
   4211.900      0.4135984    
   4276.100      0.4579317    
   4339.700      0.4717873    
   4402.700      0.4686233    
   4465.000      0.4755388    
   4526.600      0.4953406    
   4587.400      0.4987690    
   4648.400      0.5018345    
   4710.400      0.5223650    
   4772.100      0.5121658    
   4833.200      0.5344153    
   4893.800      0.5356266    
   4954.600      0.5315939    
   5014.000      0.5333570    
   5072.600      0.5332960    
   5130.500      0.5348111    
   5187.600      0.5361402    
   5243.900      0.5346220    
   5299.200      0.5240781    
   5354.300      0.5252845    
   5412.000      0.5197154    
   5469.200      0.5223761    
   5525.800      0.5211632    
   5581.900      0.5132341    
   5637.200      0.5140538    
   5691.800      0.5112778    
   5745.700      0.5049143    
   5798.800      0.5029808    
   5850.900      0.5021269    
   5902.800      0.4928035    
   5953.000      0.4933317    
   6005.100      0.4979233    
   6058.200      0.4935925    
   6110.700      0.4922968    
   6162.500      0.4891847    
   6213.600      0.4965829    
   6264.000      0.4983661    
   6313.500      0.4853025    
   6362.200      0.4927821    
   6409.900      0.4851401    
   6456.600      0.4849925    
   6503.000      0.4936040    
   6552.500      0.4868138    
   6601.200      0.4935704    
   6649.300      0.4956500    
   6696.600      0.4918346    
   6743.600      0.4944146    
   6789.200      0.4923002    
   6833.900      0.4910367    
   6877.600      0.4100433    
   6920.400      0.4726879    
   6962.000      0.4796843    
   7002.600      0.4811708    
   7044.200      0.4857661    
   7089.000      0.4833230    
   7133.100      0.4801099    
   7176.400      0.4484386    
   7218.800      0.4685225    
   7260.400      0.4386564    
   7300.900      0.4484765    
   7340.500      0.4650509    
   7382.700      0.4706271    
   7424.800      0.4635320    
   7465.500      0.4611060    
   7505.400      0.4614174    
   7544.400      0.4574243    
   7582.300      0.4464176    
   7619.300      0.3074997    
   7655.200      0.3259921    
   7690.000      0.4227527    
   7723.600      0.4270181    
   7756.100      0.4252436    
   7790.800      0.4200806    
   7828.600      0.4122875    
   7865.400      0.4038220    
   7901.400      0.3897943    
   7936.400      0.3845366    
   7970.400      0.3792945    
   8003.300      0.3701419    
   8035.500      0.3633811    
   8066.200      0.3619415    
   8095.800      0.3476860    
   8130.500      0.3116662    
   8164.400      0.2282939    
   8197.300      0.1620568    
   8229.200      3.0903747E-02
   8260.000      2.6485978E-03
   8289.900      9.7044394E-04
   8318.500      9.4192137E-04
   8346.100      9.6264627E-04
   8372.400      9.4861741E-04
   8397.600      9.3668024E-04
   8421.400      9.2467002E-04
   8444.000      9.1037730E-04
   8460.100               0
