380.06,0.356898777,0.368289164,0.349305186,0.356898777,0.391069937,0.383476346,0.345508391,0.330321209,0.391069937,0.375882755,0.383476346,0.394866732,0.410053914,0.402460323,0.41385071,0.402460323,0.41385071
380.144,0.392156863,0.392156863,0.422615648,0.361698077,0.430230345,0.399771559,0.380734818,0.430230345,0.422615648,0.403578907,0.403578907,0.415000952,0.415000952,0.434037693,0.403578907,0.430230345,0.395964211
380.227,0.370931113,0.401211204,0.408781226,0.370931113,0.38985617,0.393641181,0.38985617,0.382286147,0.412566238,0.393641181,0.393641181,0.42013626,0.427706283,0.393641181,0.359576079,0.386071158,0.367146101
380.311,0.376662021,0.421861464,0.384195262,0.365362161,0.365362161,0.418094843,0.425628084,0.391728502,0.425628084,0.380428641,0.387961882,0.448227805,0.387961882,0.418094843,0.433161324,0.380428641,0.436927945
380.394,0.314901593,0.374882849,0.367385192,0.378631678,0.378631678,0.352389878,0.412371134,0.382380506,0.412371134,0.386129335,0.382380506,0.401124649,0.386129335,0.363636364,0.393626992,0.371134021,0.389878163
380.478,0.416494691,0.375220442,0.412742486,0.39022926,0.442760122,0.427751304,0.427751304,0.371468238,0.375220442,0.461521144,0.423999099,0.401485873,0.405238077,0.420246895,0.401485873,0.405238077,0.446512326
380.562,0.415139502,0.418879497,0.340339592,0.403919515,0.415139502,0.415139502,0.359039569,0.381479542,0.396439524,0.385219538,0.381479542,0.351559578,0.403919515,0.437579475,0.448799461,0.422619493,0.381479542
380.645,0.394359909,0.405521039,0.375758027,0.368317274,0.390639533,0.401800662,0.439004427,0.38319878,0.412961792,0.442724804,0.37203765,0.398080286,0.427843298,0.386919156,0.398080286,0.412961792,0.453885933
380.729,0.422019028,0.388701736,0.3998075,0.388701736,0.403509421,0.381297894,0.418317107,0.362788287,0.410913264,0.418317107,0.403509421,0.403509421,0.425720949,0.459038241,0.425720949,0.418317107,0.433124792
380.812,0.357643242,0.317085761,0.335520979,0.353956198,0.324459848,0.328146892,0.361330285,0.335520979,0.379765504,0.328146892,0.309711673,0.331833936,0.342895067,0.331833936,0.387139591,0.324459848,0.357643242
380.896,0.350288258,0.35758593,0.361234766,0.350288258,0.35758593,0.364883602,0.35758593,0.386776618,0.386776618,0.364883602,0.368532438,0.37583011,0.335692914,0.368532438,0.390425454,0.342990586,0.423264978
380.979,0.396272107,0.392602921,0.366918617,0.366918617,0.366918617,0.37425699,0.370587804,0.392602921,0.425625596,0.42195641,0.480663389,0.410948852,0.388933734,0.37425699,0.418287224,0.418287224,0.42195641
381.063,0.346727983,0.39417497,0.361327056,0.383225665,0.346727983,0.39417497,0.335778678,0.405124275,0.386875433,0.383225665,0.379575897,0.379575897,0.357677287,0.405124275,0.37227636,0.408774043,0.412423811
381.146,0.389345754,0.338403319,0.363874536,0.367513281,0.345680809,0.403900735,0.40026199,0.316570846,0.3529583,0.374790772,0.371152027,0.371152027,0.40026199,0.396623244,0.356597045,0.396623244,0.363874536
381.23,0.379225657,0.397284022,0.397284022,0.408119041,0.372002311,0.447847443,0.447847443,0.404507368,0.404507368,0.400895695,0.397284022,0.440624097,0.400895695,0.422565732,0.41895406,0.44423577,0.404507368
381.314,0.395811594,0.367025296,0.370623583,0.377820158,0.352632147,0.338238998,0.37422187,0.34903386,0.370623583,0.392213306,0.370623583,0.37422187,0.395811594,0.410204743,0.377820158,0.410204743,0.370623583
381.397,0.37552305,0.37194664,0.41128715,0.35048818,0.34333536,0.40055792,0.40055792,0.40771074,0.38267587,0.40413433,0.357641,0.36479382,0.38267587,0.43632202,0.4291692,0.41486356,0.41843997
381.481,0.436743753,0.386625618,0.400945085,0.390205484,0.397365218,0.36156655,0.375886017,0.400945085,0.436743753,0.44032362,0.379465884,0.479702155,0.400945085,0.404524952,0.433163886,0.44032362,0.393785351
381.564,0.372816361,0.383468257,0.394120153,0.411873313,0.351512569,0.372816361,0.383468257,0.383468257,0.397670785,0.447379634,0.397670785,0.372816361,0.372816361,0.429626474,0.383468257,0.351512569,0.401221417
381.648,0.386483707,0.336843598,0.358117931,0.379392263,0.375846541,0.336843598,0.365209375,0.326206432,0.365209375,0.358117931,0.358117931,0.400666596,0.361663653,0.354572209,0.386483707,0.351026487,0.351026487
381.731,0.382273821,0.35041767,0.346878097,0.346878097,0.33625938,0.353957242,0.35041767,0.361036387,0.382273821,0.364575959,0.332719807,0.33625938,0.332719807,0.414129973,0.375194676,0.364575959,0.343338525
381.815,0.395899611,0.325203252,0.378225521,0.349946978,0.388829975,0.374690703,0.342877342,0.353481796,0.32873807,0.399434429,0.371155885,0.353481796,0.357016614,0.371155885,0.385295157,0.332272888,0.395899611
381.898,0.404061698,0.354871579,0.361898739,0.382980219,0.361898739,0.400548118,0.375953059,0.397034538,0.382980219,0.365412319,0.404061698,0.375953059,0.407575278,0.425143178,0.400548118,0.361898739,0.414602438
381.982,0.32421126,0.341641973,0.345128116,0.400906397,0.376503399,0.369531114,0.386961827,0.379989542,0.366044971,0.411364825,0.400906397,0.411364825,0.411364825,0.345128116,0.359072686,0.425309395,0.414850967
382.065,0.407310705,0.407310705,0.396866841,0.400348129,0.407310705,0.393385553,0.407310705,0.403829417,0.400348129,0.396866841,0.445604874,0.393385553,0.417754569,0.428198433,0.424717145,0.414273281,0.393385553
382.149,0.333067342,0.353884051,0.336536794,0.371231308,0.388578566,0.378170211,0.39898692,0.343475696,0.360822954,0.367761857,0.395517469,0.336536794,0.37470076,0.364292405,0.388578566,0.336536794,0.360822954
382.232,0.349493062,0.377175681,0.349493062,0.356413717,0.408318627,0.370255026,0.39101699,0.397937645,0.377175681,0.370255026,0.373715353,0.408318627,0.422159936,0.394477318,0.384096336,0.418699609,0.359874044
382.316,0.370703991,0.353381375,0.391491131,0.356845898,0.363774945,0.377633038,0.360310421,0.367239468,0.381097561,0.377633038,0.384562084,0.356845898,0.374168514,0.405349224,0.381097561,0.360310421,0.377633038
382.399,0.359625989,0.383601055,0.380176045,0.387026064,0.304825838,0.339075932,0.363050998,0.390451074,0.369901017,0.400726102,0.332225914,0.397301093,0.328800904,0.366476008,0.404151111,0.359625989,0.359625989
382.482,0.380254188,0.356274194,0.349422767,0.383679901,0.359699908,0.356274194,0.359699908,0.352848481,0.359699908,0.373402761,0.359699908,0.414511322,0.369977048,0.393957042,0.380254188,0.373402761,0.414511322
382.566,0.364528328,0.371341941,0.43607127,0.456512111,0.419037236,0.432664464,0.364528328,0.408816816,0.419037236,0.374748748,0.412223623,0.449698498,0.391782782,0.419037236,0.374748748,0.405410009,0.429257657
382.649,0.337393299,0.384628361,0.330645433,0.384628361,0.347515098,0.344141165,0.344141165,0.371132629,0.377880495,0.310401835,0.367758696,0.377880495,0.388002294,0.350889031,0.350889031,0.344141165,0.364384763
382.733,0.311589785,0.386100386,0.348845086,0.369166159,0.335297704,0.372553004,0.359005622,0.372553004,0.338684549,0.321750322,0.355618777,0.34545824,0.294655558,0.399647768,0.342071395,0.338684549,0.369166159
382.816,0.385799858,0.389184067,0.379031439,0.402720904,0.365494602,0.372263021,0.362110393,0.372263021,0.389184067,0.399336695,0.358726184,0.392568276,0.365494602,0.426410369,0.399336695,0.402720904,0.365494602
382.9,0.420883856,0.387480375,0.417543508,0.39750142,0.407522464,0.370778635,0.370778635,0.360757591,0.407522464,0.39750142,0.380799679,0.370778635,0.404182116,0.407522464,0.427564552,0.410862812,0.390820724
382.983,0.347791192,0.344447045,0.361167776,0.361167776,0.341102899,0.337758753,0.384576798,0.354479484,0.344447045,0.401297529,0.321038023,0.371200214,0.367856068,0.384576798,0.384576798,0.377888506,0.364511922
383.067,0.387918172,0.361393853,0.321607374,0.308345214,0.358078313,0.364709393,0.311660754,0.305029674,0.364709393,0.377971553,0.371340473,0.431020192,0.361393853,0.354762773,0.391233712,0.361393853,0.384602633
383.15,0.376968241,0.320256205,0.340272218,0.326928209,0.346944222,0.346944222,0.376968241,0.340272218,0.336936216,0.350280224,0.336936216,0.340272218,0.320256205,0.350280224,0.363624233,0.353616226,0.346944222
383.233,0.331290376,0.377671029,0.354480702,0.367732317,0.351167799,0.38760974,0.341229087,0.331290376,0.327977472,0.377671029,0.344541991,0.341229087,0.357793606,0.380983932,0.36110651,0.377671029,0.364419414
383.317,0.400406971,0.380714825,0.403688995,0.416817093,0.393842922,0.370868752,0.390560898,0.40697102,0.380714825,0.400406971,0.420099117,0.383996849,0.377432801,0.410253044,0.426663166,0.397124947,0.42994519
383.4,0.378227265,0.3716494,0.378227265,0.388094063,0.368360467,0.368360467,0.374938333,0.342049005,0.394671929,0.40782766,0.388094063,0.374938333,0.381516198,0.378227265,0.404538727,0.348626871,0.427561256
383.484,0.347472628,0.373696978,0.376975021,0.327804366,0.370418934,0.383531109,0.354028716,0.301580017,0.344194585,0.344194585,0.373696978,0.350750672,0.340916541,0.360584803,0.357306759,0.357306759,0.376975021
383.567,0.348932007,0.394586662,0.388064569,0.384803522,0.375020382,0.391325616,0.368498288,0.365237241,0.348932007,0.404369803,0.358715148,0.371759335,0.365237241,0.375020382,0.368498288,0.388064569,0.384803522
383.65,0.41474953,0.3693863,0.372626531,0.359665608,0.382347223,0.385587454,0.372626531,0.356425377,0.359665608,0.375866762,0.382347223,0.421229992,0.392067915,0.382347223,0.398548377,0.401788607,0.447151837
383.734,0.342886718,0.368764961,0.323478036,0.371999741,0.346121498,0.381704082,0.339651938,0.320243255,0.323478036,0.397877984,0.352591059,0.368764961,0.352591059,0.368764961,0.35906062,0.365530181,0.349356279
383.817,0.351953503,0.319664191,0.332579916,0.381013884,0.371327091,0.335808847,0.371327091,0.364869228,0.384242816,0.364869228,0.387471747,0.31643526,0.364869228,0.361640297,0.400387472,0.36809816,0.361640297
383.901,0.375060106,0.368648822,0.352620612,0.38147139,0.407116525,0.336592403,0.34941497,0.326975477,0.400705241,0.362237538,0.333386761,0.387882674,0.38147139,0.38147139,0.343003686,0.378265748,0.362237538
383.984,0.336290555,0.374723761,0.36511546,0.352304391,0.381129296,0.368318227,0.326682253,0.374723761,0.339493322,0.36511546,0.384332063,0.393940364,0.355507158,0.381129296,0.368318227,0.368318227,0.403548666
384.067,0.370713624,0.389888466,0.351538781,0.335559746,0.377105238,0.351538781,0.389888466,0.437825573,0.409063309,0.380301045,0.367517817,0.335559746,0.389888466,0.396280081,0.409063309,0.415454923,0.399475888
384.151,0.379415891,0.363474047,0.331590358,0.331590358,0.344343834,0.366662416,0.341155465,0.379415891,0.350720571,0.366662416,0.32840199,0.357097309,0.395357735,0.392169366,0.369850784,0.385792628,0.373039153
384.234,0.323830084,0.393675789,0.358752937,0.349228522,0.355578132,0.37462696,0.37462696,0.330179694,0.333354499,0.349228522,0.358752937,0.346053718,0.37462696,0.377801765,0.434948251,0.396850594,0.368277351
384.317,0.359893926,0.350423033,0.347266069,0.337795176,0.369364819,0.375678747,0.34095214,0.36305089,0.42934714,0.347266069,0.388306604,0.38514964,0.334638212,0.359893926,0.391463569,0.394620533,0.391463569
384.401,0.320694209,0.345846696,0.370999183,0.374143243,0.393007609,0.348990756,0.383575426,0.330126391,0.408727913,0.364711061,0.396151669,0.393007609,0.374143243,0.361567,0.367855122,0.393007609,0.418160096
