680.050000 0.129296
680.106000 0.132958
680.163000 0.127037
680.219000 0.131888
680.275000 0.127745
680.331000 0.131351
680.387000 0.127186
680.443000 0.134675
680.499000 0.128004
680.555000 0.127381
680.611000 0.126519
680.667000 0.142503
680.723000 0.136577
680.779000 0.134938
680.835000 0.141488
680.891000 0.130040
680.947000 0.137756
681.003000 0.131712
681.059000 0.138916
681.115000 0.141372
681.170000 0.134634
681.226000 0.129983
681.282000 0.136384
681.338000 0.143437
681.394000 0.136468
681.450000 0.133302
681.505000 0.138202
681.561000 0.138417
681.617000 0.138407
681.673000 0.136202
681.728000 0.130843
681.784000 0.149474
681.840000 0.140202
681.895000 0.143575
681.951000 0.149199
682.007000 0.142065
682.062000 0.146284
682.118000 0.151030
682.173000 0.148300
682.229000 0.145086
682.285000 0.148194
682.340000 0.142371
682.396000 0.142831
682.451000 0.146892
682.507000 0.140907
682.562000 0.151588
682.618000 0.153394
682.673000 0.150170
682.729000 0.145411
682.784000 0.149190
682.839000 0.153946
682.895000 0.149966
682.950000 0.156504
683.006000 0.164228
683.061000 0.164409
683.116000 0.155388
683.172000 0.152858
683.227000 0.153636
683.282000 0.150810
683.338000 0.153739
683.393000 0.155173
683.448000 0.165748
683.503000 0.163188
683.559000 0.157034
683.614000 0.158161
683.669000 0.170776
683.724000 0.159939
683.779000 0.162440
683.834000 0.166521
683.890000 0.169958
683.945000 0.177429
684.000000 0.174184
684.055000 0.172701
684.110000 0.178168
684.165000 0.181176
684.220000 0.173997
684.275000 0.171175
684.330000 0.178866
684.385000 0.184137
684.440000 0.175266
684.495000 0.176065
684.550000 0.187503
684.605000 0.182556
684.660000 0.189397
684.715000 0.191947
684.770000 0.188766
684.825000 0.193673
684.879000 0.192186
684.934000 0.190460
684.989000 0.199429
685.044000 0.190120
685.099000 0.200929
685.153000 0.203380
685.208000 0.197870
685.263000 0.199067
685.318000 0.207764
685.372000 0.208454
685.427000 0.204272
685.482000 0.213683
685.536000 0.211855
685.591000 0.205365
685.646000 0.220317
685.700000 0.214391
685.755000 0.212527
685.810000 0.222932
685.864000 0.223101
685.919000 0.224379
685.973000 0.229305
686.028000 0.229988
686.082000 0.228518
686.137000 0.225256
686.191000 0.236535
686.246000 0.230939
686.300000 0.232911
686.355000 0.233624
686.409000 0.237324
686.464000 0.241874
686.518000 0.246956
686.572000 0.244341
686.627000 0.249626
686.681000 0.250331
686.735000 0.255677
686.790000 0.260179
686.844000 0.262612
686.898000 0.259673
686.953000 0.277476
687.007000 0.273749
687.061000 0.280696
687.115000 0.273293
687.169000 0.288338
687.224000 0.283787
687.278000 0.284738
687.332000 0.297065
687.386000 0.288255
687.440000 0.294401
687.494000 0.306528
687.549000 0.306559
687.603000 0.308786
687.657000 0.314542
687.711000 0.315695
687.765000 0.321496
687.819000 0.320427
687.873000 0.328011
687.927000 0.333449
687.981000 0.336566
688.035000 0.338712
688.089000 0.352115
688.143000 0.345169
688.196000 0.350204
688.250000 0.357606
688.304000 0.363646
688.358000 0.368441
688.412000 0.364429
688.466000 0.372387
688.520000 0.374044
688.573000 0.390909
688.627000 0.395279
688.681000 0.402858
688.735000 0.412880
688.788000 0.406027
688.842000 0.419962
688.896000 0.431689
688.949000 0.428264
689.003000 0.442071
689.057000 0.443229
689.110000 0.455784
689.164000 0.480155
689.218000 0.466034
689.271000 0.481331
689.325000 0.489404
689.378000 0.494996
689.432000 0.497681
689.485000 0.511972
689.539000 0.522718
689.592000 0.535274
689.646000 0.536848
689.699000 0.553986
689.753000 0.548168
689.806000 0.561093
689.860000 0.570930
689.913000 0.580698
689.966000 0.592427
690.020000 0.609731
690.073000 0.612579
690.126000 0.627426
690.180000 0.637525
690.233000 0.645131
690.286000 0.658949
690.340000 0.669346
690.393000 0.685118
690.446000 0.711327
690.499000 0.708330
690.553000 0.718744
690.606000 0.738145
690.659000 0.757530
690.712000 0.774506
690.765000 0.793581
690.818000 0.807508
690.871000 0.816651
690.924000 0.844813
690.978000 0.854660
691.031000 0.875956
691.084000 0.897313
691.137000 0.915198
691.190000 0.936245
691.243000 0.958501
691.296000 0.969649
691.349000 0.991889
691.402000 1.020960
691.454000 1.035642
691.507000 1.067549
691.560000 1.081491
691.613000 1.113967
691.666000 1.141720
691.719000 1.156703
691.772000 1.195281
691.824000 1.213052
691.877000 1.258419
691.930000 1.269114
691.983000 1.311243
692.036000 1.340918
692.088000 1.367044
692.141000 1.401477
692.194000 1.441504
692.246000 1.478927
692.299000 1.511651
692.352000 1.529696
692.404000 1.585900
692.457000 1.629060
692.509000 1.671966
692.562000 1.697552
692.615000 1.749467
692.667000 1.797498
692.720000 1.842521
692.772000 1.890885
692.825000 1.954090
692.877000 2.008319
692.930000 2.050878
692.982000 2.106578
693.034000 2.162056
693.087000 2.209574
693.139000 2.290192
693.192000 2.349499
693.244000 2.413572
693.296000 2.477342
693.349000 2.575747
693.401000 2.629179
693.453000 2.684988
693.506000 2.760364
693.558000 2.839487
693.610000 2.918438
693.662000 3.005346
693.714000 3.088869
693.767000 3.175609
693.819000 3.271344
693.871000 3.361359
693.923000 3.456109
693.975000 3.554761
694.027000 3.658626
694.079000 3.768289
694.132000 3.881073
694.184000 3.999952
694.236000 4.095502
694.288000 4.214269
694.340000 4.334930
694.392000 4.476030
694.444000 4.612535
694.496000 4.747036
694.548000 4.891111
694.599000 5.037342
694.651000 5.172440
694.703000 5.323951
694.755000 5.504060
694.807000 5.674784
694.859000 5.842537
694.911000 6.045756
694.962000 6.207492
695.014000 6.412036
695.066000 6.595599
695.118000 6.788285
695.170000 6.996539
695.221000 7.204490
695.273000 7.436403
695.325000 7.677205
695.376000 7.912487
695.428000 8.138543
695.480000 8.387360
695.531000 8.647637
695.583000 8.882761
695.634000 9.194731
695.686000 9.480888
695.737000 9.759780
695.789000 10.076307
695.841000 10.384048
695.892000 10.704474
695.944000 11.063162
695.995000 11.388077
696.046000 11.756640
696.098000 12.157551
696.149000 12.445995
696.201000 12.844852
696.252000 13.230561
696.303000 13.664589
696.355000 14.113316
696.406000 14.540238
696.457000 14.956147
696.509000 15.448107
