750.00   0.20  
748.00   0.11  
746.00   0.01  
744.00   0.06  
742.00   0.10  
740.00   0.08  
738.00   0.08  
736.00   0.07  
734.00   0.09  
732.00   0.09  
730.00   0.02  
728.00   0.00  
726.00   0.00  
724.00   0.01  
722.00   0.00  
720.00   0.01  
718.00   0.04  
716.00   0.06  
714.00   0.04  
712.00   0.04  
710.00   0.14  
708.00   0.39  
706.00   1.06  
704.00   3.09  
702.00   8.29  
700.00   18.33  
698.00   32.68  
696.00   47.64  
694.00   59.24  
692.00   66.19  
690.00   69.13  
688.00   69.66  
686.00   69.54  
684.00   69.35  
682.00   69.23  
680.00   69.95  
678.00   70.54  
676.00   71.24  
674.00   71.63  
672.00   71.75  
670.00   71.41  
668.00   70.68  
666.00   70.55  
664.00   70.58  
662.00   69.95  
660.00   69.05  
658.00   68.32  
656.00   68.51  
654.00   69.51  
652.00   70.98  
650.00   71.93  
648.00   71.54  
646.00   71.12  
644.00   70.93  
642.00   71.15  
640.00   72.30  
638.00   73.30  
636.00   74.17  
634.00   74.83  
632.00   74.58  
630.00   74.28  
628.00   74.25  
626.00   74.72  
624.00   74.92  
622.00   74.76  
620.00   74.45  
618.00   74.78  
616.00   75.20  
614.00   75.08  
612.00   73.85  
610.00   72.95  
608.00   73.26  
606.00   74.13  
604.00   74.88  
602.00   74.66  
600.00   73.74  
598.00   72.04  
596.00   69.61  
594.00   67.57  
592.00   67.65  
590.00   69.78  
588.00   72.59  
586.00   74.00  
584.00   73.68  
582.00   72.52  
580.00   71.31  
578.00   71.35  
576.00   72.60  
574.00   73.52  
572.00   73.92  
570.00   73.92  
568.00   73.88  
566.00   73.39  
564.00   72.31  
562.00   71.32  
560.00   70.18  
558.00   68.39  
556.00   65.75  
554.00   63.01  
552.00   60.68  
550.00   60.05  
548.00   59.92  
546.00   57.00  
544.00   47.77  
542.00   33.33  
540.00   18.99  
538.00   8.63  
536.00   3.25  
534.00   1.23  
532.00   0.54  
530.00   0.21  
528.00   0.07  
526.00   0.02  
524.00   0.00  
522.00   0.00  
520.00   0.00  
518.00   0.00  
516.00   0.00  
514.00   0.04  
512.00   0.00  
510.00   0.00  
508.00   0.01  
506.00   0.01  
504.00   0.00  
502.00   0.00  
500.00   0.00  
